Date,Close/Last,Volume,Open,High,Low,count,normalized,symbol
2021-02-12,$135.37,60145130,$134.35,$135.53,$133.6921,1.0,0.982,AAPL.US
2021-02-16,$133.19,80576320,$135.49,$136.01,$132.79,2.0,0.7665,AAPL.US
2021-02-17,$130.84,98085250,$131.25,$132.22,$129.47,10.0,0.8567,AAPL.US
2021-02-18,$129.71,96856750,$129.20,$129.995,$127.41,11.0,0.1761,AAPL.US
2021-02-19,$129.87,87668830,$130.24,$130.71,$128.80,13.0,0.0672,AAPL.US
2021-02-22,$126.00,103916400,$128.01,$129.72,$125.60,10.0,0.4157,AAPL.US
2021-02-23,$125.86,158273000,$123.76,$126.71,$118.39,8.0,0.2714,AAPL.US
2021-02-24,$125.35,111039900,$124.94,$125.56,$122.23,5.0,0.4972,AAPL.US
2021-02-25,$120.99,148199500,$124.68,$126.4585,$120.54,10.0,0.7091,AAPL.US
2021-02-26,$121.26,164560400,$122.59,$124.85,$121.20,18.0,0.5994,AAPL.US
2021-03-01,$127.79,116307900,$123.75,$127.93,$122.79,8.0,0.7821,AAPL.US
2021-03-02,$125.12,102260900,$128.41,$128.72,$125.01,14.0,0.8126,AAPL.US
2021-03-03,$122.06,112966300,$124.81,$125.71,$121.84,5.0,0.1592,AAPL.US
2021-03-04,$120.13,178155000,$121.75,$123.60,$118.62,13.0,0.8262,AAPL.US
2021-03-05,$121.42,153766600,$120.98,$121.935,$117.57,18.0,0.7297,AAPL.US
2021-03-08,$116.36,154376600,$120.93,$121.00,$116.21,12.0,0.4795,AAPL.US
2021-03-09,$121.085,129525800,$119.03,$122.06,$118.79,16.0,0.6151,AAPL.US
2021-03-10,$119.98,111943300,$121.69,$122.17,$119.45,21.0,0.6776,AAPL.US
2021-03-11,$121.96,103026500,$122.54,$123.21,$121.26,15.0,0.7269,AAPL.US
2021-03-12,$121.03,88105050,$120.40,$121.17,$119.16,11.0,0.7295,AAPL.US
2021-03-15,$123.99,92590560,$121.41,$124.00,$120.42,15.0,0.6512,AAPL.US
2021-03-16,$125.57,115227900,$125.70,$127.22,$124.715,32.0,0.4624,AAPL.US
2021-03-17,$124.76,111932600,$124.05,$125.8599,$122.336,27.0,0.2334,AAPL.US
2021-03-18,$120.53,121469800,$122.88,$123.18,$120.32,22.0,0.7288,AAPL.US
2021-03-19,$119.99,185549500,$119.90,$121.43,$119.675,26.0,0.5158,AAPL.US
2021-03-22,$123.39,111912300,$120.33,$123.87,$120.26,34.0,0.5792,AAPL.US
2021-03-23,$122.54,95467140,$123.33,$124.24,$122.14,18.0,0.6368,AAPL.US
2021-03-24,$120.09,88530490,$122.82,$122.90,$120.065,21.0,0.458,AAPL.US
2021-03-25,$120.59,98844680,$119.54,$121.66,$119.00,19.0,0.7817,AAPL.US
2021-03-26,$121.21,94071230,$120.35,$121.48,$118.92,30.0,0.709,AAPL.US
2021-03-29,$121.39,80819200,$121.65,$122.58,$120.7299,22.0,0.4922,AAPL.US
2021-03-30,$119.90,85671920,$120.11,$120.4031,$118.86,40.0,0.4058,AAPL.US
2021-03-31,$122.15,118323800,$121.65,$123.52,$121.15,50.0,0.5827,AAPL.US
2021-04-01,$123.00,75089130,$123.66,$124.18,$122.49,28.0,0.7213,AAPL.US
2021-04-05,$125.90,88651180,$123.87,$126.1601,$123.07,27.0,0.7338,AAPL.US
2021-04-06,$126.21,80171250,$126.50,$127.13,$125.65,21.0,0.5737,AAPL.US
2021-04-07,$127.90,83466720,$125.83,$127.92,$125.14,24.0,0.5059,AAPL.US
2021-04-08,$130.36,88844590,$128.95,$130.39,$128.52,42.0,0.2017,AAPL.US
2021-04-09,$132.995,106686700,$129.80,$133.04,$129.47,29.0,0.5001,AAPL.US
2021-04-12,$131.24,91419980,$132.52,$132.85,$130.63,29.0,0.6908,AAPL.US
2021-04-13,$134.43,91266550,$132.44,$134.66,$131.93,25.0,0.5646,AAPL.US
2021-04-14,$132.03,87222780,$134.94,$135.00,$131.655,24.0,0.4989,AAPL.US
2021-04-15,$134.50,89347100,$133.82,$135.00,$133.64,20.0,0.6219,AAPL.US
2021-04-16,$134.16,84922390,$134.30,$134.67,$133.28,21.0,0.5212,AAPL.US
2021-04-19,$134.84,94264220,$133.51,$135.47,$133.34,27.0,0.3428,AAPL.US
2021-04-20,$133.11,94812350,$135.02,$135.53,$131.81,61.0,0.6352,AAPL.US
2021-04-21,$133.50,68847140,$132.36,$133.75,$131.3001,56.0,0.1822,AAPL.US
2021-04-22,$131.94,84566460,$133.04,$134.15,$131.41,30.0,0.4972,AAPL.US
2021-04-23,$134.32,78756780,$132.16,$135.12,$132.16,44.0,0.7212,AAPL.US
2021-04-26,$134.72,66905070,$134.83,$135.06,$133.56,51.0,0.4818,AAPL.US
2021-04-27,$134.39,66015800,$135.01,$135.41,$134.11,50.0,0.5054,AAPL.US
2021-04-28,$133.58,107760100,$134.31,$135.02,$133.08,85.0,0.6074,AAPL.US
2021-04-29,$133.48,151101000,$136.47,$137.07,$132.45,100.0,0.5173,AAPL.US
2021-04-30,$131.46,109839500,$131.78,$133.56,$131.065,61.0,0.213,AAPL.US
2021-05-03,$132.54,75135100,$132.04,$134.07,$131.83,50.0,0.4584,AAPL.US
2021-05-04,$127.85,137564700,$131.19,$131.4899,$126.70,33.0,0.4307,AAPL.US
2021-05-05,$128.10,84000900,$129.20,$130.45,$127.97,28.0,0.6375,AAPL.US
2021-05-06,$129.74,78128330,$127.89,$129.75,$127.13,28.0,0.6551,AAPL.US
2021-05-07,$130.21,78973270,$130.85,$131.2582,$129.475,27.0,0.5024,AAPL.US
2021-05-10,$126.85,88071230,$129.41,$129.54,$126.81,18.0,0.6675,AAPL.US
2021-05-11,$125.91,126142800,$123.50,$126.27,$122.77,31.0,0.0923,AAPL.US
2021-05-12,$122.77,112172300,$123.40,$124.64,$122.25,29.0,0.2121,AAPL.US
2021-05-13,$124.97,105861300,$124.58,$126.15,$124.26,15.0,0.6705,AAPL.US
2021-05-14,$127.45,81917950,$126.25,$127.89,$125.85,28.0,0.4595,AAPL.US
2021-05-17,$126.27,74116550,$126.82,$126.93,$125.17,44.0,0.4632,AAPL.US
2021-05-18,$124.85,63342930,$126.56,$126.99,$124.78,33.0,0.6422,AAPL.US
2021-05-19,$124.69,92611990,$123.16,$124.915,$122.86,32.0,0.4287,AAPL.US
2021-05-20,$127.31,76857120,$125.23,$127.72,$125.10,27.0,0.4489,AAPL.US
2021-05-21,$125.43,79295440,$127.82,$128.00,$125.21,43.0,0.4826,AAPL.US
2021-05-24,$127.10,63092950,$126.01,$127.94,$125.94,31.0,0.4987,AAPL.US
2021-05-25,$126.90,72009480,$127.82,$128.32,$126.32,27.0,0.584,AAPL.US
2021-05-26,$126.85,56575920,$126.955,$127.39,$126.42,27.0,0.6553,AAPL.US
2021-05-27,$125.28,94625600,$126.44,$127.64,$125.08,17.0,0.8179,AAPL.US
2021-05-28,$124.61,71311110,$125.57,$125.80,$124.55,36.0,0.5169,AAPL.US
2021-06-01,$124.28,67637120,$125.08,$125.35,$123.94,18.0,0.7427,AAPL.US
2021-06-02,$125.06,59278860,$124.28,$125.24,$124.05,38.0,0.5939,AAPL.US
2021-06-03,$123.54,76229170,$124.68,$124.85,$123.13,15.0,0.712,AAPL.US
2021-06-04,$125.89,75169340,$124.07,$126.16,$123.85,37.0,0.5248,AAPL.US
2021-06-07,$125.90,71057550,$126.17,$126.32,$124.8321,69.0,0.6472,AAPL.US
2021-06-08,$126.74,74403770,$126.60,$128.46,$126.2101,38.0,0.6162,AAPL.US
2021-06-09,$127.13,56877940,$127.21,$127.75,$126.52,27.0,0.8141,AAPL.US
2021-06-10,$126.11,71186420,$127.02,$128.19,$125.94,25.0,0.4177,AAPL.US
2021-06-11,$127.35,53522370,$126.53,$127.44,$126.10,33.0,0.5858,AAPL.US
2021-06-14,$130.48,96906490,$127.82,$130.54,$127.07,33.0,0.537,AAPL.US
2021-06-15,$129.64,62746330,$129.94,$130.60,$129.39,37.0,0.6738,AAPL.US
2021-06-16,$130.15,91815030,$130.37,$130.89,$128.461,36.0,0.7925,AAPL.US
2021-06-17,$131.79,96721670,$129.80,$132.55,$129.65,20.0,0.688,AAPL.US
2021-06-18,$130.46,108953300,$130.71,$131.51,$130.24,29.0,0.7929,AAPL.US
2021-06-21,$132.30,79663320,$130.30,$132.41,$129.21,41.0,0.5892,AAPL.US
2021-06-22,$133.98,74783620,$132.13,$134.08,$131.62,39.0,0.7423,AAPL.US
2021-06-23,$133.70,60214200,$133.77,$134.32,$133.23,33.0,0.5813,AAPL.US
2021-06-24,$133.41,68711000,$134.45,$134.64,$132.93,44.0,0.6887,AAPL.US
2021-06-25,$133.11,70783750,$133.46,$133.89,$132.81,17.0,0.5765,AAPL.US
2021-06-28,$134.78,62111300,$133.41,$135.245,$133.35,25.0,0.7956,AAPL.US
2021-06-29,$136.33,64556080,$134.80,$136.49,$134.35,36.0,0.298,AAPL.US
2021-06-30,$136.96,63261390,$136.17,$137.41,$135.87,35.0,0.5415,AAPL.US
2021-07-01,$137.27,52485780,$136.60,$137.33,$135.76,31.0,0.7491,AAPL.US
2021-07-02,$139.96,78945570,$137.90,$140.00,$137.745,20.0,0.6377,AAPL.US
2021-07-06,$142.02,108181800,$140.07,$143.15,$140.07,24.0,0.3182,AAPL.US
2021-07-07,$144.57,104911600,$143.535,$144.89,$142.66,32.0,0.5122,AAPL.US
2021-07-08,$143.24,105575500,$141.58,$144.06,$140.665,20.0,0.0826,AAPL.US
2021-07-09,$145.11,99890800,$142.75,$145.65,$142.6522,25.0,0.4568,AAPL.US
2021-07-12,$144.50,76299720,$146.21,$146.32,$144.00,21.0,0.6223,AAPL.US
2021-07-13,$145.64,100827100,$144.03,$147.46,$143.63,28.0,0.4123,AAPL.US
2021-07-14,$149.15,127050800,$148.10,$149.57,$147.68,58.0,0.5476,AAPL.US
2021-07-15,$148.48,106820300,$149.24,$150.00,$147.09,30.0,0.6514,AAPL.US
2021-07-16,$146.39,93251430,$148.46,$149.76,$145.88,29.0,0.6483,AAPL.US
2021-07-19,$142.45,121434600,$143.75,$144.07,$141.67,14.0,0.6279,AAPL.US
2021-07-20,$146.15,96350040,$143.46,$147.0997,$142.96,35.0,0.4317,AAPL.US
2021-07-21,$145.40,74993460,$145.53,$146.13,$144.63,22.0,0.506,AAPL.US
2021-07-22,$146.80,77338160,$145.935,$148.195,$145.81,29.0,0.5711,AAPL.US
2021-07-23,$148.56,71447420,$147.55,$148.7177,$146.92,25.0,0.6366,AAPL.US
2021-07-26,$148.99,72434090,$148.27,$149.83,$147.70,38.0,0.516,AAPL.US
2021-07-27,$146.77,104818600,$149.12,$149.21,$145.55,56.0,0.4672,AAPL.US
2021-07-28,$144.98,118931200,$144.81,$146.97,$142.54,85.0,0.4673,AAPL.US
2021-07-29,$145.64,56699480,$144.685,$146.55,$144.58,30.0,0.5325,AAPL.US
2021-07-30,$145.86,70440630,$144.38,$146.33,$144.11,29.0,0.3861,AAPL.US
2021-08-02,$145.52,62879960,$146.36,$146.95,$145.25,19.0,0.6372,AAPL.US
2021-08-03,$147.36,64786620,$145.81,$148.045,$145.18,22.0,0.6725,AAPL.US
2021-08-04,$146.95,56368270,$147.27,$147.79,$146.28,14.0,0.3934,AAPL.US
2021-08-05,$147.06,46397670,$146.98,$147.84,$146.17,26.0,0.2241,AAPL.US
2021-08-06,$146.14,54126810,$146.35,$147.11,$145.63,34.0,0.4019,AAPL.US
2021-08-09,$146.09,48908690,$146.20,$146.70,$145.52,11.0,0.4142,AAPL.US
2021-08-10,$145.60,69023080,$146.44,$147.71,$145.30,21.0,0.6415,AAPL.US
2021-08-11,$145.86,48493460,$146.05,$146.72,$145.53,22.0,0.619,AAPL.US
2021-08-12,$148.89,73779110,$146.19,$149.05,$145.84,21.0,0.3451,AAPL.US
2021-08-13,$149.10,59375010,$148.97,$149.4444,$148.27,25.0,0.4034,AAPL.US
2021-08-16,$151.12,103558800,$148.535,$151.19,$146.47,20.0,0.4127,AAPL.US
2021-08-17,$150.19,92229740,$150.23,$151.68,$149.09,22.0,0.6828,AAPL.US
2021-08-18,$146.36,86325990,$149.80,$150.72,$146.15,17.0,0.1644,AAPL.US
2021-08-19,$146.70,86960310,$145.03,$148.00,$144.50,26.0,0.2543,AAPL.US
2021-08-20,$148.19,60549630,$147.44,$148.50,$146.78,26.0,0.4162,AAPL.US
2021-08-23,$149.71,60131810,$148.31,$150.19,$147.89,15.0,0.4427,AAPL.US
2021-08-24,$149.62,48606430,$149.45,$150.86,$149.15,20.0,0.6243,AAPL.US
2021-08-25,$148.36,58991300,$149.81,$150.32,$147.80,26.0,0.5639,AAPL.US
2021-08-26,$147.54,48597200,$148.35,$149.12,$147.51,13.0,0.7426,AAPL.US
2021-08-27,$148.60,55802390,$147.48,$148.75,$146.83,31.0,0.5036,AAPL.US
2021-08-30,$153.12,90956720,$149.00,$153.49,$148.61,35.0,0.5661,AAPL.US
2021-08-31,$151.83,86453120,$152.66,$152.80,$151.29,37.0,0.5194,AAPL.US
2021-09-01,$152.51,80313710,$152.83,$154.98,$152.34,31.0,0.5075,AAPL.US
2021-09-02,$153.65,71171320,$153.87,$154.72,$152.40,42.0,0.5206,AAPL.US
2021-09-03,$154.30,57866070,$153.76,$154.63,$153.09,17.0,0.1345,AAPL.US
2021-09-07,$156.69,82278260,$154.97,$157.26,$154.39,38.0,0.5835,AAPL.US
2021-09-08,$155.11,74420210,$156.98,$157.04,$153.975,31.0,0.287,AAPL.US
2021-09-09,$154.07,57305730,$155.49,$156.11,$153.95,23.0,0.7899,AAPL.US
2021-09-10,$148.97,140893200,$155.00,$155.48,$148.70,69.0,0.4594,AAPL.US
2021-09-13,$149.55,102404300,$150.63,$151.42,$148.75,50.0,0.1527,AAPL.US
2021-09-14,$148.12,109296300,$150.35,$151.07,$146.91,107.0,0.3412,AAPL.US
2021-09-15,$149.03,83281320,$148.56,$149.44,$146.37,46.0,0.3585,AAPL.US
2021-09-16,$148.79,68034150,$148.44,$148.97,$147.221,26.0,0.3923,AAPL.US
2021-09-17,$146.06,129868800,$148.82,$148.82,$145.76,29.0,0.4322,AAPL.US
2021-09-20,$142.94,123478900,$143.80,$144.84,$141.27,36.0,0.304,AAPL.US
2021-09-21,$143.43,75833960,$143.93,$144.60,$142.78,27.0,0.4901,AAPL.US
2021-09-22,$145.85,76404340,$144.45,$146.43,$143.7001,32.0,0.2037,AAPL.US
2021-09-23,$146.83,64838170,$146.65,$147.08,$145.64,40.0,0.2778,AAPL.US
2021-09-24,$146.92,53477870,$145.66,$147.4701,$145.56,10.0,0.6919,AAPL.US
2021-09-27,$145.37,74150730,$145.47,$145.96,$143.82,20.0,0.6027,AAPL.US
2021-09-28,$141.91,108972300,$143.25,$144.75,$141.69,25.0,0.4648,AAPL.US
2021-09-29,$142.83,74602040,$142.47,$144.45,$142.03,21.0,0.1911,AAPL.US
2021-09-30,$141.50,89056660,$143.66,$144.378,$141.28,14.0,0.4896,AAPL.US
2021-10-01,$142.65,94639580,$141.90,$142.92,$139.1101,19.0,0.6627,AAPL.US
2021-10-04,$139.14,98322010,$141.76,$142.21,$138.27,28.0,0.5131,AAPL.US
2021-10-05,$141.11,80861060,$139.49,$142.24,$139.36,33.0,0.3868,AAPL.US
2021-10-06,$142.00,83221120,$139.47,$142.15,$138.37,17.0,0.3511,AAPL.US
2021-10-07,$143.29,61732660,$143.06,$144.215,$142.72,19.0,0.4754,AAPL.US
2021-10-08,$142.90,58773160,$144.03,$144.1781,$142.56,20.0,0.4641,AAPL.US
2021-10-11,$142.81,64452220,$142.27,$144.81,$141.81,16.0,0.5981,AAPL.US
2021-10-12,$141.51,73035860,$143.23,$143.25,$141.0401,33.0,0.17,AAPL.US
2021-10-13,$140.91,78762720,$141.235,$141.40,$139.20,52.0,0.0448,AAPL.US
2021-10-14,$143.76,69907100,$142.11,$143.88,$141.51,31.0,0.6154,AAPL.US
2021-10-15,$144.84,67940330,$143.77,$144.895,$143.51,28.0,0.4234,AAPL.US
2021-10-18,$146.55,85589180,$143.445,$146.84,$143.16,55.0,0.561,AAPL.US
2021-10-19,$148.76,76378890,$147.01,$149.17,$146.55,41.0,0.3895,AAPL.US
2021-10-20,$149.26,58418790,$148.70,$149.7539,$148.12,16.0,0.648,AAPL.US
2021-10-21,$149.48,61420990,$148.81,$149.64,$147.87,34.0,0.3886,AAPL.US
2021-10-22,$148.69,58883440,$149.69,$150.18,$148.64,48.0,0.3373,AAPL.US
2021-10-25,$148.64,50720560,$148.68,$149.37,$147.6211,37.0,0.6258,AAPL.US
2021-10-26,$149.32,60893400,$149.33,$150.84,$149.0101,41.0,0.6298,AAPL.US
2021-10-27,$148.85,56094930,$149.36,$149.73,$148.49,36.0,0.5659,AAPL.US
2021-10-28,$152.57,100077900,$149.82,$153.165,$149.72,82.0,0.5069,AAPL.US
2021-10-29,$149.80,124953200,$147.215,$149.94,$146.4128,119.0,0.2862,AAPL.US
2021-11-01,$148.96,74588260,$148.985,$149.70,$147.80,28.0,0.4713,AAPL.US
2021-11-02,$150.02,69121990,$148.66,$151.57,$148.65,31.0,0.5928,AAPL.US
2021-11-03,$151.49,54511530,$150.39,$151.97,$149.82,21.0,0.6994,AAPL.US
2021-11-04,$150.96,60394620,$151.58,$152.43,$150.64,29.0,0.547,AAPL.US
2021-11-05,$151.28,65463880,$151.89,$152.20,$150.06,18.0,0.4986,AAPL.US
2021-11-08,$150.44,55020870,$151.41,$151.57,$150.16,14.0,0.7765,AAPL.US
2021-11-09,$150.81,56787930,$150.20,$151.428,$150.0601,19.0,0.5265,AAPL.US
2021-11-10,$147.92,65187090,$150.02,$150.13,$147.85,27.0,0.2559,AAPL.US
2021-11-11,$147.87,40999950,$148.96,$149.43,$147.681,17.0,0.7629,AAPL.US
2021-11-12,$149.99,63804010,$148.43,$150.40,$147.48,27.0,0.3586,AAPL.US
2021-11-15,$150.00,59222800,$150.37,$151.88,$149.43,13.0,0.8195,AAPL.US
2021-11-16,$151.00,59256210,$149.94,$151.488,$149.34,29.0,0.5551,AAPL.US
2021-11-17,$153.49,88807000,$150.995,$155.00,$150.99,30.0,0.3579,AAPL.US
2021-11-18,$157.87,137827700,$153.71,$158.67,$153.05,32.0,0.4763,AAPL.US
2021-11-19,$160.55,117305600,$157.65,$161.02,$156.5328,44.0,0.4578,AAPL.US
2021-11-22,$161.02,117467900,$161.68,$165.70,$161.00,23.0,0.6642,AAPL.US
2021-11-23,$161.41,96041900,$161.12,$161.80,$159.0601,25.0,0.4503,AAPL.US
2021-11-24,$161.94,69463620,$160.75,$162.14,$159.64,20.0,-0.0188,AAPL.US
2021-11-26,$156.81,76959750,$159.565,$160.45,$156.36,21.0,0.4069,AAPL.US
2021-11-29,$160.24,88748220,$159.37,$161.19,$158.7901,18.0,0.5979,AAPL.US
2021-11-30,$165.30,174048100,$159.985,$165.52,$159.92,25.0,0.3896,AAPL.US
2021-12-01,$164.77,152423000,$167.48,$170.30,$164.53,30.0,0.4639,AAPL.US
2021-12-02,$163.76,136739200,$158.735,$164.20,$157.80,60.0,0.0923,AAPL.US
2021-12-03,$161.84,118023100,$164.02,$164.96,$159.72,32.0,0.5543,AAPL.US
2021-12-06,$165.32,107497000,$164.29,$167.8799,$164.28,34.0,0.5503,AAPL.US
2021-12-07,$171.18,120405400,$169.08,$171.58,$168.34,49.0,0.5293,AAPL.US
2021-12-08,$175.08,116998900,$172.125,$175.96,$170.70,41.0,0.4398,AAPL.US
2021-12-09,$174.56,108923700,$174.91,$176.75,$173.92,33.0,0.5372,AAPL.US
2021-12-10,$179.45,115402700,$175.205,$179.63,$174.69,21.0,0.5936,AAPL.US
2021-12-13,$175.74,153237000,$181.115,$182.13,$175.53,56.0,0.6228,AAPL.US
2021-12-14,$174.33,139380400,$175.25,$177.74,$172.21,53.0,0.4818,AAPL.US
2021-12-15,$179.30,131063300,$175.11,$179.50,$172.3108,22.0,0.3697,AAPL.US
2021-12-16,$172.26,150185800,$179.28,$181.14,$170.75,32.0,0.2921,AAPL.US
2021-12-17,$171.14,195923400,$169.93,$173.47,$169.69,28.0,0.4739,AAPL.US
2021-12-20,$169.75,107499100,$168.28,$170.58,$167.46,19.0,0.2273,AAPL.US
2021-12-21,$172.99,91185910,$171.555,$173.20,$169.12,28.0,0.7502,AAPL.US
2021-12-22,$175.64,92135300,$173.04,$175.86,$172.15,28.0,0.6,AAPL.US
2021-12-23,$176.28,68356570,$175.85,$176.8499,$175.27,15.0,0.7057,AAPL.US
2021-12-27,$180.33,74919580,$177.085,$180.42,$177.07,23.0,0.6726,AAPL.US
2021-12-28,$179.29,79144340,$180.16,$181.33,$178.53,49.0,0.6357,AAPL.US
2021-12-29,$179.38,62348930,$179.33,$180.63,$178.14,32.0,0.3743,AAPL.US
2021-12-30,$178.20,59773010,$179.47,$180.57,$178.09,23.0,0.38,AAPL.US
2021-12-31,$177.57,64062260,$178.085,$179.23,$177.26,13.0,0.4582,AAPL.US
2022-01-03,$182.01,104701200,$177.83,$182.88,$177.71,35.0,0.7419,AAPL.US
2022-01-04,$179.70,99310440,$182.63,$182.94,$179.12,38.0,0.6014,AAPL.US
2022-01-05,$174.92,94537600,$179.61,$180.17,$174.64,25.0,0.4315,AAPL.US
2022-01-06,$172.00,96903960,$172.70,$175.30,$171.64,26.0,0.5868,AAPL.US
2022-01-07,$172.17,86709150,$172.89,$174.14,$171.03,34.0,0.6518,AAPL.US
2022-01-10,$172.19,106765600,$169.08,$172.50,$168.17,33.0,0.5074,AAPL.US
2022-01-11,$175.08,76138310,$172.32,$175.18,$170.82,23.0,0.5588,AAPL.US
2022-01-12,$175.53,74805170,$176.12,$177.18,$174.82,38.0,0.6397,AAPL.US
2022-01-13,$172.19,84505760,$175.78,$176.62,$171.79,41.0,0.6774,AAPL.US
2022-01-14,$173.07,80440780,$171.34,$173.78,$171.09,25.0,0.5938,AAPL.US
2022-01-18,$169.80,91168730,$171.51,$172.54,$169.405,39.0,0.6439,AAPL.US
2022-01-19,$166.23,94814990,$170.00,$171.08,$165.94,32.0,0.6753,AAPL.US
2022-01-20,$164.51,91420520,$166.98,$169.68,$164.18,39.0,0.4832,AAPL.US
2022-01-21,$162.41,122848900,$164.415,$166.33,$162.30,42.0,0.6012,AAPL.US
2022-01-24,$161.62,162706700,$160.02,$162.30,$154.70,50.0,0.4853,AAPL.US
2022-01-25,$159.78,115798400,$158.98,$162.76,$157.02,36.0,0.5989,AAPL.US
2022-01-26,$159.69,108275300,$163.50,$164.3894,$157.82,36.0,0.4433,AAPL.US
2022-01-27,$159.22,121954600,$162.45,$163.84,$158.28,54.0,0.5223,AAPL.US
2022-01-28,$170.33,179935700,$165.71,$170.35,$162.80,83.0,0.4544,AAPL.US
2022-01-31,$174.78,115541600,$170.16,$175.00,$169.51,43.0,0.5894,AAPL.US
2022-02-01,$174.61,86213910,$174.01,$174.84,$172.31,38.0,0.654,AAPL.US
2022-02-02,$175.84,84914260,$174.745,$175.88,$173.33,40.0,0.5983,AAPL.US
2022-02-03,$172.90,89418070,$174.48,$176.2399,$172.12,63.0,0.2964,AAPL.US
2022-02-04,$172.39,82465400,$171.68,$174.10,$170.68,43.0,0.5771,AAPL.US
2022-02-07,$171.66,77251200,$172.86,$173.9458,$170.95,40.0,0.5574,AAPL.US
2022-02-08,$174.83,74829220,$171.73,$175.35,$171.43,44.0,0.6091,AAPL.US
2022-02-09,$176.28,71285040,$176.05,$176.65,$174.90,47.0,0.6367,AAPL.US
2022-02-10,$172.12,90865900,$174.14,$175.48,$171.55,33.0,0.7253,AAPL.US
2022-02-11,$168.64,98670690,$172.33,$173.08,$168.04,26.0,0.6691,AAPL.US
2022-02-14,$168.88,86185530,$167.37,$169.58,$166.56,27.0,0.4959,AAPL.US
2022-02-15,$172.79,64286320,$170.97,$172.95,$170.25,21.0,0.3226,AAPL.US
2022-02-16,$172.55,61177400,$171.85,$173.34,$170.05,36.0,0.6413,AAPL.US
2022-02-17,$168.88,69589340,$171.03,$171.91,$168.47,37.0,0.4354,AAPL.US
2022-02-18,$167.30,82772670,$169.82,$170.5413,$166.19,24.0,0.2938,AAPL.US
2022-02-22,$164.32,91162760,$164.98,$166.69,$162.15,23.0,0.6152,AAPL.US
2022-02-23,$160.07,90009250,$165.54,$166.15,$159.75,27.0,0.6838,AAPL.US
2022-02-24,$162.74,141147500,$152.58,$162.85,$152.00,27.0,0.4131,AAPL.US
2022-02-25,$164.85,91974220,$163.84,$165.12,$160.8738,16.0,0.546,AAPL.US
2022-02-28,$165.12,95056630,$163.06,$165.42,$162.43,29.0,0.492,AAPL.US
2022-03-01,$163.20,83474430,$164.695,$166.60,$161.97,30.0,-0.0203,AAPL.US
2022-03-02,$166.56,79724750,$164.39,$167.36,$162.95,46.0,0.2642,AAPL.US
2022-03-03,$166.23,76678440,$168.47,$168.91,$165.55,32.0,0.2939,AAPL.US
2022-03-04,$163.17,83819590,$164.49,$165.55,$162.10,36.0,0.1693,AAPL.US
2022-03-07,$159.30,96418850,$163.36,$165.02,$159.04,42.0,0.1264,AAPL.US
2022-03-08,$157.44,131148300,$158.82,$162.88,$155.80,67.0,0.3225,AAPL.US
2022-03-09,$162.95,91454910,$161.475,$163.41,$159.41,39.0,0.3889,AAPL.US
2022-03-10,$158.52,105342000,$160.20,$160.39,$155.98,39.0,0.3598,AAPL.US
2022-03-11,$154.73,96970100,$158.93,$159.28,$154.50,29.0,0.5172,AAPL.US
2022-03-14,$150.62,108732100,$151.45,$154.12,$150.10,41.0,0.0165,AAPL.US
2022-03-15,$155.09,92964300,$150.90,$155.57,$150.38,30.0,0.5291,AAPL.US
2022-03-16,$159.59,102300200,$157.05,$160.00,$154.46,24.0,0.3345,AAPL.US
2022-03-17,$160.62,75615380,$158.61,$161.00,$157.63,35.0,0.5358,AAPL.US
2022-03-18,$163.98,123511700,$160.51,$164.48,$159.76,24.0,0.5443,AAPL.US
2022-03-21,$165.38,95811350,$163.51,$166.35,$163.015,24.0,0.0018,AAPL.US
2022-03-22,$168.82,81532010,$165.51,$169.42,$164.91,25.0,0.5966,AAPL.US
2022-03-23,$170.21,98062670,$167.99,$172.64,$167.65,29.0,0.564,AAPL.US
2022-03-24,$174.07,90131420,$171.06,$174.14,$170.21,35.0,0.5233,AAPL.US
2022-03-25,$174.72,80546160,$173.88,$175.28,$172.75,36.0,0.4936,AAPL.US
2022-03-28,$175.60,90371920,$172.17,$175.73,$172.00,57.0,0.5649,AAPL.US
2022-03-29,$178.96,100589400,$176.69,$179.01,$176.34,32.0,0.5265,AAPL.US
2022-03-30,$177.77,92633150,$178.55,$179.61,$176.70,51.0,0.6402,AAPL.US
2022-03-31,$174.61,103049300,$177.84,$178.03,$174.40,39.0,0.2785,AAPL.US
